timestamp, eval_RMSE255_00, eval_RMSE255_01, eval_RMSE255_02, eval_RMSE255_05, eval_RMSE255_20, eval_RMSE255_30, eval_RMSE255_10, eval_CPSNR_00, eval_CPSNR_01, eval_CPSNR_02, eval_CPSNR_05, eval_CPSNR_20, eval_CPSNR_30, eval_CPSNR_10, eval_CSSIM_00, eval_CSSIM_01, eval_CSSIM_02, eval_CSSIM_05, eval_CSSIM_20, eval_CSSIM_30, eval_CSSIM_10, averageR, averageG, averageB, average
2022/02/25 22:08:31, 4.527337998151779, 4.929940178990364, 5.398194879293442, 6.827717840671539, 10.960772335529327, 12.942622542381287, 8.309376418590546, 41.021236419677734, 40.02233934402466, 39.07807493209839, 36.73736310005188, 32.35312461853027, 30.834393978118896, 34.912137031555176, 0.9898063483590662, 0.9876878023381275, 0.9814561184987569, 0.9696302839227334, 0.9289905356439543, 0.9100638475562272, 0.9561755796078504, 0.13083315, 0.28252184, 0.20352985, 0.20562826
