timestamp, eval_RMSE255_00, eval_RMSE255_01, eval_RMSE255_02, eval_RMSE255_05, eval_RMSE255_10, eval_RMSE255_20, eval_RMSE255_30, eval_CPSNR_00, eval_CPSNR_01, eval_CPSNR_02, eval_CPSNR_05, eval_CPSNR_10, eval_CPSNR_20, eval_CPSNR_30, eval_CSSIM_00, eval_CSSIM_01, eval_CSSIM_02, eval_CSSIM_05, eval_CSSIM_10, eval_CSSIM_20, eval_CSSIM_30, averageR, averageG, averageB, average
2022/02/25 21:52:18, 2.348732754588127, 2.6350293308496475, 2.9654121100902557, 3.7518181800842285, 4.707441002130508, 6.483929634094238, 7.857788383960724, 47.02045202255249, 45.820897579193115, 44.69916105270386, 42.35823106765747, 40.35418367385864, 37.52030849456787, 35.72585487365723, 0.9960894700826599, 0.9954282337766803, 0.9934359732024368, 0.9887709596791996, 0.9820767043554389, 0.9717729800620762, 0.9569131152830018, 0.16245855, 0.316432, 0.30055392, 0.25981483
