timestamp, eval_RMSE255_00, eval_RMSE255_01, eval_RMSE255_02, eval_RMSE255_05, eval_RMSE255_10, eval_RMSE255_20, eval_RMSE255_30, eval_CPSNR_00, eval_CPSNR_01, eval_CPSNR_02, eval_CPSNR_05, eval_CPSNR_10, eval_CPSNR_20, eval_CPSNR_30, eval_CSSIM_00, eval_CSSIM_01, eval_CSSIM_02, eval_CSSIM_05, eval_CSSIM_10, eval_CSSIM_20, eval_CSSIM_30, averageR, averageG, averageB, average
2022/02/25 21:52:59, 2.566542699933052, 2.8950370401144028, 3.140452116727829, 4.0367491990327835, 5.246514439582825, 6.987691253423691, 8.62244862318039, 46.229626178741455, 44.940205574035645, 44.19028902053833, 41.73986482620239, 39.345662117004395, 36.82280111312866, 34.88375234603882, 0.9961229549768564, 0.9947870184893516, 0.9927724519692325, 0.9870769846356349, 0.9808277534797248, 0.9679092614760184, 0.9547925509216936, 0.13139632, 0.28484443, 0.22386505, 0.2133686
