timestamp, eval_RMSE255_00, eval_RMSE255_01, eval_RMSE255_02, eval_RMSE255_05, eval_RMSE255_10, eval_RMSE255_20, eval_RMSE255_30, eval_CPSNR_00, eval_CPSNR_01, eval_CPSNR_02, eval_CPSNR_05, eval_CPSNR_10, eval_CPSNR_20, eval_CPSNR_30, eval_CSSIM_00, eval_CSSIM_01, eval_CSSIM_02, eval_CSSIM_05, eval_CSSIM_10, eval_CSSIM_20, eval_CSSIM_30, averageR, averageG, averageB, average
2022/02/25 22:47:54, 1.9994703605771065, 2.216397449374199, 2.4155768901109695, 3.1791984140872955, 4.180436849594116, 5.591726899147034, 6.76600182056427, 48.0737247467041, 46.93682527542114, 46.077054500579834, 43.595502853393555, 41.16552543640137, 38.54314661026001, 36.94269275665283, 0.9969826511560432, 0.9966580617868487, 0.995537300635839, 0.9921624898654444, 0.9876393776404276, 0.9788511953838324, 0.9723037546648421, 0.4013283, 0.49550137, 0.3701868, 0.4223388
