timestamp, eval_RMSE255_00, eval_RMSE255_01, eval_RMSE255_02, eval_RMSE255_05, eval_RMSE255_20, eval_RMSE255_30, eval_RMSE255_10, eval_CPSNR_00, eval_CPSNR_01, eval_CPSNR_02, eval_CPSNR_05, eval_CPSNR_20, eval_CPSNR_30, eval_CPSNR_10, eval_CSSIM_00, eval_CSSIM_01, eval_CSSIM_02, eval_CSSIM_05, eval_CSSIM_20, eval_CSSIM_30, eval_CSSIM_10, averageR, averageG, averageB, average
2022/02/25 22:09:14, 3.6598142981529236, 3.9703203588724136, 4.36537829041481, 5.645299941301346, 9.624936938285828, 11.646209955215454, 7.3236933052539825, 42.86465358734131, 42.06634855270386, 41.02645778656006, 38.46008348464966, 33.45222759246826, 31.78697180747986, 35.97713804244995, 0.9911757011022316, 0.989342318828309, 0.986998561099663, 0.9767795581448815, 0.944889786058943, 0.9247182983643998, 0.9645823798670102, 0.16200416, 0.31323183, 0.27819696, 0.25114432
